date_key,full_date,day_of_week,day_num_in_month,day_num_overall,day_name,day_abbrev,weekday_flag,week_num_in_year,week_num_overall,week_begin_date,week_begin_date_key,month,month_num_overall,month_name,month_abbrev,quarter,year,yearmo,fiscal_month,fiscal_quarter,fiscal_year,month_end_flag,same_day_year_ago
20170316,3/16/2017,4,16,441,Thursday,Thu,TRUE,12,65,3/13/2017,20170313,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/16/2016
20170317,3/17/2017,5,17,442,Friday,Fri,TRUE,12,65,3/13/2017,20170313,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/17/2016
20170318,3/18/2017,6,18,443,Saturday,Sat,FALSE,12,65,3/13/2017,20170313,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/18/2016
20170319,3/19/2017,7,19,444,Sunday,Sun,FALSE,12,65,3/13/2017,20170313,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/19/2016
20170320,3/20/2017,1,20,445,Monday,Mon,TRUE,13,66,3/20/2017,20170320,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/20/2016
20170321,3/21/2017,2,21,446,Tuesday,Tue,TRUE,13,66,3/20/2017,20170320,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/21/2016
20170322,3/22/2017,3,22,447,Wednesday,Wed,TRUE,13,66,3/20/2017,20170320,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/22/2016
20170323,3/23/2017,4,23,448,Thursday,Thu,TRUE,13,66,3/20/2017,20170320,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/23/2016
20170324,3/24/2017,5,24,449,Friday,Fri,TRUE,13,66,3/20/2017,20170320,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/24/2016
20170325,3/25/2017,6,25,450,Saturday,Sat,FALSE,13,66,3/20/2017,20170320,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/25/2016
20170326,3/26/2017,7,26,451,Sunday,Sun,FALSE,13,66,3/20/2017,20170320,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/26/2016
20170327,3/27/2017,1,27,452,Monday,Mon,TRUE,14,67,3/27/2017,20170327,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/27/2016
20170328,3/28/2017,2,28,453,Tuesday,Tue,TRUE,14,67,3/27/2017,20170327,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/28/2016
20170329,3/29/2017,3,29,454,Wednesday,Wed,TRUE,14,67,3/27/2017,20170327,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/29/2016
20170330,3/30/2017,4,30,455,Thursday,Thu,TRUE,14,67,3/27/2017,20170327,3,15,March,Mar,1,2017,201703,9,3,2017,FALSE,3/30/2016
20170331,3/31/2017,5,31,456,Friday,Fri,TRUE,14,67,3/27/2017,20170327,3,15,March,Mar,1,2017,201703,9,3,2017,TRUE,3/31/2016
20170401,4/1/2017,6,1,457,Saturday,Sat,FALSE,14,67,3/27/2017,20170327,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/1/2016
20170402,4/2/2017,7,2,458,Sunday,Sun,FALSE,14,67,3/27/2017,20170327,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/2/2016
20170403,4/3/2017,1,3,459,Monday,Mon,TRUE,15,68,4/3/2017,20170403,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/3/2016
20170404,4/4/2017,2,4,460,Tuesday,Tue,TRUE,15,68,4/3/2017,20170403,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/4/2016
20170405,4/5/2017,3,5,461,Wednesday,Wed,TRUE,15,68,4/3/2017,20170403,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/5/2016
20170406,4/6/2017,4,6,462,Thursday,Thu,TRUE,15,68,4/3/2017,20170403,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/6/2016
20170407,4/7/2017,5,7,463,Friday,Fri,TRUE,15,68,4/3/2017,20170403,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/7/2016
20170408,4/8/2017,6,8,464,Saturday,Sat,FALSE,15,68,4/3/2017,20170403,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/8/2016
20170409,4/9/2017,7,9,465,Sunday,Sun,FALSE,15,68,4/3/2017,20170403,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/9/2016
20170410,4/10/2017,1,10,466,Monday,Mon,TRUE,16,69,4/10/2017,20170410,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/10/2016
20170411,4/11/2017,2,11,467,Tuesday,Tue,TRUE,16,69,4/10/2017,20170410,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/11/2016
20170412,4/12/2017,3,12,468,Wednesday,Wed,TRUE,16,69,4/10/2017,20170410,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/12/2016
20170413,4/13/2017,4,13,469,Thursday,Thu,TRUE,16,69,4/10/2017,20170410,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/13/2016
20170414,4/14/2017,5,14,470,Friday,Fri,TRUE,16,69,4/10/2017,20170410,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/14/2016
20170415,4/15/2017,6,15,471,Saturday,Sat,FALSE,16,69,4/10/2017,20170410,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/15/2016
20170416,4/16/2017,7,16,472,Sunday,Sun,FALSE,16,69,4/10/2017,20170410,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/16/2016
20170417,4/17/2017,1,17,473,Monday,Mon,TRUE,17,70,4/17/2017,20170417,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/17/2016
20170418,4/18/2017,2,18,474,Tuesday,Tue,TRUE,17,70,4/17/2017,20170417,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/18/2016
20170419,4/19/2017,3,19,475,Wednesday,Wed,TRUE,17,70,4/17/2017,20170417,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/19/2016
20170420,4/20/2017,4,20,476,Thursday,Thu,TRUE,17,70,4/17/2017,20170417,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/20/2016
20170421,4/21/2017,5,21,477,Friday,Fri,TRUE,17,70,4/17/2017,20170417,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/21/2016
20170422,4/22/2017,6,22,478,Saturday,Sat,FALSE,17,70,4/17/2017,20170417,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/22/2016
20170423,4/23/2017,7,23,479,Sunday,Sun,FALSE,17,70,4/17/2017,20170417,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/23/2016
20170424,4/24/2017,1,24,480,Monday,Mon,TRUE,18,71,4/24/2017,20170424,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/24/2016
20170425,4/25/2017,2,25,481,Tuesday,Tue,TRUE,18,71,4/24/2017,20170424,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/25/2016
20170426,4/26/2017,3,26,482,Wednesday,Wed,TRUE,18,71,4/24/2017,20170424,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/26/2016
20170427,4/27/2017,4,27,483,Thursday,Thu,TRUE,18,71,4/24/2017,20170424,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/27/2016
20170428,4/28/2017,5,28,484,Friday,Fri,TRUE,18,71,4/24/2017,20170424,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/28/2016
20170429,4/29/2017,6,29,485,Saturday,Sat,FALSE,18,71,4/24/2017,20170424,4,16,April,Apr,2,2017,201704,10,4,2017,FALSE,4/29/2016
20170430,4/30/2017,7,30,486,Sunday,Sun,FALSE,18,71,4/24/2017,20170424,4,16,April,Apr,2,2017,201704,10,4,2017,TRUE,4/30/2016
20170501,5/1/2017,1,1,487,Monday,Mon,TRUE,19,72,5/1/2017,20170501,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/1/2016
20170502,5/2/2017,2,2,488,Tuesday,Tue,TRUE,19,72,5/1/2017,20170501,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/2/2016
20170503,5/3/2017,3,3,489,Wednesday,Wed,TRUE,19,72,5/1/2017,20170501,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/3/2016
20170504,5/4/2017,4,4,490,Thursday,Thu,TRUE,19,72,5/1/2017,20170501,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/4/2016
20170505,5/5/2017,5,5,491,Friday,Fri,TRUE,19,72,5/1/2017,20170501,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/5/2016
20170506,5/6/2017,6,6,492,Saturday,Sat,FALSE,19,72,5/1/2017,20170501,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/6/2016
20170507,5/7/2017,7,7,493,Sunday,Sun,FALSE,19,72,5/1/2017,20170501,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/7/2016
20170508,5/8/2017,1,8,494,Monday,Mon,TRUE,20,73,5/8/2017,20170508,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/8/2016
20170509,5/9/2017,2,9,495,Tuesday,Tue,TRUE,20,73,5/8/2017,20170508,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/9/2016
20170510,5/10/2017,3,10,496,Wednesday,Wed,TRUE,20,73,5/8/2017,20170508,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/10/2016
20170511,5/11/2017,4,11,497,Thursday,Thu,TRUE,20,73,5/8/2017,20170508,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/11/2016
20170512,5/12/2017,5,12,498,Friday,Fri,TRUE,20,73,5/8/2017,20170508,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/12/2016
20170513,5/13/2017,6,13,499,Saturday,Sat,FALSE,20,73,5/8/2017,20170508,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/13/2016
20170514,5/14/2017,7,14,500,Sunday,Sun,FALSE,20,73,5/8/2017,20170508,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/14/2016
20170515,5/15/2017,1,15,501,Monday,Mon,TRUE,21,74,5/15/2017,20170515,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/15/2016
20170516,5/16/2017,2,16,502,Tuesday,Tue,TRUE,21,74,5/15/2017,20170515,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/16/2016
20170517,5/17/2017,3,17,503,Wednesday,Wed,TRUE,21,74,5/15/2017,20170515,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/17/2016
20170518,5/18/2017,4,18,504,Thursday,Thu,TRUE,21,74,5/15/2017,20170515,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/18/2016
20170519,5/19/2017,5,19,505,Friday,Fri,TRUE,21,74,5/15/2017,20170515,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/19/2016
20170520,5/20/2017,6,20,506,Saturday,Sat,FALSE,21,74,5/15/2017,20170515,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/20/2016
20170521,5/21/2017,7,21,507,Sunday,Sun,FALSE,21,74,5/15/2017,20170515,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/21/2016
20170522,5/22/2017,1,22,508,Monday,Mon,TRUE,22,75,5/22/2017,20170522,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/22/2016
20170523,5/23/2017,2,23,509,Tuesday,Tue,TRUE,22,75,5/22/2017,20170522,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/23/2016
20170524,5/24/2017,3,24,510,Wednesday,Wed,TRUE,22,75,5/22/2017,20170522,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/24/2016
20170525,5/25/2017,4,25,511,Thursday,Thu,TRUE,22,75,5/22/2017,20170522,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/25/2016
20170526,5/26/2017,5,26,512,Friday,Fri,TRUE,22,75,5/22/2017,20170522,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/26/2016
20170527,5/27/2017,6,27,513,Saturday,Sat,FALSE,22,75,5/22/2017,20170522,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/27/2016
20170528,5/28/2017,7,28,514,Sunday,Sun,FALSE,22,75,5/22/2017,20170522,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/28/2016
20170529,5/29/2017,1,29,515,Monday,Mon,TRUE,23,76,5/29/2017,20170529,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/29/2016
20170530,5/30/2017,2,30,516,Tuesday,Tue,TRUE,23,76,5/29/2017,20170529,5,17,May,May,2,2017,201705,11,4,2017,FALSE,5/30/2016
20170531,5/31/2017,3,31,517,Wednesday,Wed,TRUE,23,76,5/29/2017,20170529,5,17,May,May,2,2017,201705,11,4,2017,TRUE,5/31/2016
20170601,6/1/2017,4,1,518,Thursday,Thu,TRUE,23,76,5/29/2017,20170529,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/1/2016
20170602,6/2/2017,5,2,519,Friday,Fri,TRUE,23,76,5/29/2017,20170529,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/2/2016
20170603,6/3/2017,6,3,520,Saturday,Sat,FALSE,23,76,5/29/2017,20170529,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/3/2016
20170604,6/4/2017,7,4,521,Sunday,Sun,FALSE,23,76,5/29/2017,20170529,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/4/2016
20170605,6/5/2017,1,5,522,Monday,Mon,TRUE,24,77,6/5/2017,20170605,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/5/2016
20170606,6/6/2017,2,6,523,Tuesday,Tue,TRUE,24,77,6/5/2017,20170605,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/6/2016
20170607,6/7/2017,3,7,524,Wednesday,Wed,TRUE,24,77,6/5/2017,20170605,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/7/2016
20170608,6/8/2017,4,8,525,Thursday,Thu,TRUE,24,77,6/5/2017,20170605,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/8/2016
20170609,6/9/2017,5,9,526,Friday,Fri,TRUE,24,77,6/5/2017,20170605,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/9/2016
20170610,6/10/2017,6,10,527,Saturday,Sat,FALSE,24,77,6/5/2017,20170605,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/10/2016
20170611,6/11/2017,7,11,528,Sunday,Sun,FALSE,24,77,6/5/2017,20170605,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/11/2016
20170612,6/12/2017,1,12,529,Monday,Mon,TRUE,25,78,6/12/2017,20170612,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/12/2016
20170613,6/13/2017,2,13,530,Tuesday,Tue,TRUE,25,78,6/12/2017,20170612,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/13/2016
20170614,6/14/2017,3,14,531,Wednesday,Wed,TRUE,25,78,6/12/2017,20170612,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/14/2016
20170615,6/15/2017,4,15,532,Thursday,Thu,TRUE,25,78,6/12/2017,20170612,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/15/2016
20170616,6/16/2017,5,16,533,Friday,Fri,TRUE,25,78,6/12/2017,20170612,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/16/2016
20170617,6/17/2017,6,17,534,Saturday,Sat,FALSE,25,78,6/12/2017,20170612,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/17/2016
20170618,6/18/2017,7,18,535,Sunday,Sun,FALSE,25,78,6/12/2017,20170612,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/18/2016
20170619,6/19/2017,1,19,536,Monday,Mon,TRUE,26,79,6/19/2017,20170619,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/19/2016
20170620,6/20/2017,2,20,537,Tuesday,Tue,TRUE,26,79,6/19/2017,20170619,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/20/2016
20170621,6/21/2017,3,21,538,Wednesday,Wed,TRUE,26,79,6/19/2017,20170619,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/21/2016
20170622,6/22/2017,4,22,539,Thursday,Thu,TRUE,26,79,6/19/2017,20170619,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/22/2016
20170623,6/23/2017,5,23,540,Friday,Fri,TRUE,26,79,6/19/2017,20170619,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/23/2016
20170624,6/24/2017,6,24,541,Saturday,Sat,FALSE,26,79,6/19/2017,20170619,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/24/2016
20170625,6/25/2017,7,25,542,Sunday,Sun,FALSE,26,79,6/19/2017,20170619,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/25/2016
20170626,6/26/2017,1,26,543,Monday,Mon,TRUE,27,80,6/26/2017,20170626,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/26/2016
20170627,6/27/2017,2,27,544,Tuesday,Tue,TRUE,27,80,6/26/2017,20170626,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/27/2016
20170628,6/28/2017,3,28,545,Wednesday,Wed,TRUE,27,80,6/26/2017,20170626,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/28/2016
20170629,6/29/2017,4,29,546,Thursday,Thu,TRUE,27,80,6/26/2017,20170626,6,18,June,Jun,2,2017,201706,12,4,2017,FALSE,6/29/2016
20170630,6/30/2017,5,30,547,Friday,Fri,TRUE,27,80,6/26/2017,20170626,6,18,June,Jun,2,2017,201706,12,4,2017,TRUE,6/30/2016
20170701,7/1/2017,6,1,548,Saturday,Sat,FALSE,27,80,6/26/2017,20170626,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/1/2016
20170702,7/2/2017,7,2,549,Sunday,Sun,FALSE,27,80,6/26/2017,20170626,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/2/2016
20170703,7/3/2017,1,3,550,Monday,Mon,TRUE,28,81,7/3/2017,20170703,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/3/2016
20170704,7/4/2017,2,4,551,Tuesday,Tue,TRUE,28,81,7/3/2017,20170703,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/4/2016
20170705,7/5/2017,3,5,552,Wednesday,Wed,TRUE,28,81,7/3/2017,20170703,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/5/2016
20170706,7/6/2017,4,6,553,Thursday,Thu,TRUE,28,81,7/3/2017,20170703,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/6/2016
20170707,7/7/2017,5,7,554,Friday,Fri,TRUE,28,81,7/3/2017,20170703,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/7/2016
20170708,7/8/2017,6,8,555,Saturday,Sat,FALSE,28,81,7/3/2017,20170703,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/8/2016
20170709,7/9/2017,7,9,556,Sunday,Sun,FALSE,28,81,7/3/2017,20170703,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/9/2016
20170710,7/10/2017,1,10,557,Monday,Mon,TRUE,29,82,7/10/2017,20170710,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/10/2016
20170711,7/11/2017,2,11,558,Tuesday,Tue,TRUE,29,82,7/10/2017,20170710,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/11/2016
20170712,7/12/2017,3,12,559,Wednesday,Wed,TRUE,29,82,7/10/2017,20170710,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/12/2016
20170713,7/13/2017,4,13,560,Thursday,Thu,TRUE,29,82,7/10/2017,20170710,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/13/2016
20170714,7/14/2017,5,14,561,Friday,Fri,TRUE,29,82,7/10/2017,20170710,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/14/2016
20170715,7/15/2017,6,15,562,Saturday,Sat,FALSE,29,82,7/10/2017,20170710,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/15/2016
20170716,7/16/2017,7,16,563,Sunday,Sun,FALSE,29,82,7/10/2017,20170710,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/16/2016
20170717,7/17/2017,1,17,564,Monday,Mon,TRUE,30,83,7/17/2017,20170717,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/17/2016
20170718,7/18/2017,2,18,565,Tuesday,Tue,TRUE,30,83,7/17/2017,20170717,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/18/2016
20170719,7/19/2017,3,19,566,Wednesday,Wed,TRUE,30,83,7/17/2017,20170717,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/19/2016
20170720,7/20/2017,4,20,567,Thursday,Thu,TRUE,30,83,7/17/2017,20170717,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/20/2016
20170721,7/21/2017,5,21,568,Friday,Fri,TRUE,30,83,7/17/2017,20170717,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/21/2016
20170722,7/22/2017,6,22,569,Saturday,Sat,FALSE,30,83,7/17/2017,20170717,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/22/2016
20170723,7/23/2017,7,23,570,Sunday,Sun,FALSE,30,83,7/17/2017,20170717,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/23/2016
20170724,7/24/2017,1,24,571,Monday,Mon,TRUE,31,84,7/24/2017,20170724,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/24/2016
20170725,7/25/2017,2,25,572,Tuesday,Tue,TRUE,31,84,7/24/2017,20170724,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/25/2016
20170726,7/26/2017,3,26,573,Wednesday,Wed,TRUE,31,84,7/24/2017,20170724,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/26/2016
20170727,7/27/2017,4,27,574,Thursday,Thu,TRUE,31,84,7/24/2017,20170724,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/27/2016
20170728,7/28/2017,5,28,575,Friday,Fri,TRUE,31,84,7/24/2017,20170724,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/28/2016
20170729,7/29/2017,6,29,576,Saturday,Sat,FALSE,31,84,7/24/2017,20170724,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/29/2016
20170730,7/30/2017,7,30,577,Sunday,Sun,FALSE,31,84,7/24/2017,20170724,7,19,July,Jul,3,2017,201707,1,1,2018,FALSE,7/30/2016
20170731,7/31/2017,1,31,578,Monday,Mon,TRUE,32,85,7/31/2017,20170731,7,19,July,Jul,3,2017,201707,1,1,2018,TRUE,7/31/2016
20170801,8/1/2017,2,1,579,Tuesday,Tue,TRUE,32,85,7/31/2017,20170731,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/1/2016
20170802,8/2/2017,3,2,580,Wednesday,Wed,TRUE,32,85,7/31/2017,20170731,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/2/2016
20170803,8/3/2017,4,3,581,Thursday,Thu,TRUE,32,85,7/31/2017,20170731,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/3/2016
20170804,8/4/2017,5,4,582,Friday,Fri,TRUE,32,85,7/31/2017,20170731,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/4/2016
20170805,8/5/2017,6,5,583,Saturday,Sat,FALSE,32,85,7/31/2017,20170731,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/5/2016
20170806,8/6/2017,7,6,584,Sunday,Sun,FALSE,32,85,7/31/2017,20170731,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/6/2016
20170807,8/7/2017,1,7,585,Monday,Mon,TRUE,33,86,8/7/2017,20170807,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/7/2016
20170808,8/8/2017,2,8,586,Tuesday,Tue,TRUE,33,86,8/7/2017,20170807,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/8/2016
20170809,8/9/2017,3,9,587,Wednesday,Wed,TRUE,33,86,8/7/2017,20170807,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/9/2016
20170810,8/10/2017,4,10,588,Thursday,Thu,TRUE,33,86,8/7/2017,20170807,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/10/2016
20170811,8/11/2017,5,11,589,Friday,Fri,TRUE,33,86,8/7/2017,20170807,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/11/2016
20170812,8/12/2017,6,12,590,Saturday,Sat,FALSE,33,86,8/7/2017,20170807,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/12/2016
20170813,8/13/2017,7,13,591,Sunday,Sun,FALSE,33,86,8/7/2017,20170807,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/13/2016
20170814,8/14/2017,1,14,592,Monday,Mon,TRUE,34,87,8/14/2017,20170814,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/14/2016
20170815,8/15/2017,2,15,593,Tuesday,Tue,TRUE,34,87,8/14/2017,20170814,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/15/2016
20170816,8/16/2017,3,16,594,Wednesday,Wed,TRUE,34,87,8/14/2017,20170814,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/16/2016
20170817,8/17/2017,4,17,595,Thursday,Thu,TRUE,34,87,8/14/2017,20170814,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/17/2016
20170818,8/18/2017,5,18,596,Friday,Fri,TRUE,34,87,8/14/2017,20170814,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/18/2016
20170819,8/19/2017,6,19,597,Saturday,Sat,FALSE,34,87,8/14/2017,20170814,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/19/2016
20170820,8/20/2017,7,20,598,Sunday,Sun,FALSE,34,87,8/14/2017,20170814,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/20/2016
20170821,8/21/2017,1,21,599,Monday,Mon,TRUE,35,88,8/21/2017,20170821,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/21/2016
20170822,8/22/2017,2,22,600,Tuesday,Tue,TRUE,35,88,8/21/2017,20170821,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/22/2016
20170823,8/23/2017,3,23,601,Wednesday,Wed,TRUE,35,88,8/21/2017,20170821,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/23/2016
20170824,8/24/2017,4,24,602,Thursday,Thu,TRUE,35,88,8/21/2017,20170821,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/24/2016
20170825,8/25/2017,5,25,603,Friday,Fri,TRUE,35,88,8/21/2017,20170821,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/25/2016
20170826,8/26/2017,6,26,604,Saturday,Sat,FALSE,35,88,8/21/2017,20170821,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/26/2016
20170827,8/27/2017,7,27,605,Sunday,Sun,FALSE,35,88,8/21/2017,20170821,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/27/2016
20170828,8/28/2017,1,28,606,Monday,Mon,TRUE,36,89,8/28/2017,20170828,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/28/2016
20170829,8/29/2017,2,29,607,Tuesday,Tue,TRUE,36,89,8/28/2017,20170828,8,20,August,Aug,3,2017,201708,2,1,2018,FALSE,8/29/2016
